ci_player_id,first_name,middle_name,last_name,nick_name,nationality_code,date_of_birth,gender,height_cm,weight_kg,role,batting_hand,bowling_hand,bowling_type,bowling_style
1515186,Ravindrasinh,Anirudhsinh,Jadeja,Ravindra Jadeja,IND,1988-12-06,MALE,,,ALL_ROUNDER,LEFT,LEFT,SPIN,LOB
669855,Yashasvi,Bhupendra Kumar,Jaiswal,Yashasvi Jaiswal,IND,2001-12-28,MALE,,,BATTER,LEFT,RIGHT,SPIN,RLB
234675,Riyan,,Parag,Riyan Parag,IND,2001-11-10,MALE,,,BATTER,RIGHT,RIGHT,SPIN,ROB
1151278,Shimron,Odilon,Hetmyer,Shimron Hetmyer,WI,1996-12-26,MALE,,,BATTER,LEFT,,,
1079434,Vaibhav,,Sooryavanshi,Vaibhav Sooryavanshi,IND,2011-03-27,MALE,,,BATTER,LEFT,LEFT,SPIN,LOB
670025,Dhruv,Chand,Jurel,Dhruv Jurel,IND,2001-01-21,MALE,,,WICKET_KEEPER,RIGHT,,,
1408688,Donovan,,Ferreira,Donovan Ferreira,RSA,1998-07-21,MALE,,,WICKET_KEEPER,RIGHT,RIGHT,SPIN,ROB
1175488,Madagamagamage,Dasun,Shanaka,Dasun Shanaka,SL,1991-09-09,MALE,,,ALL_ROUNDER,RIGHT,RIGHT,PACE,RM
698315,Ravi,,Bishnoi,Ravi Bishnoi,IND,2000-09-05,MALE,,,BOWLER,RIGHT,RIGHT,SPIN,RLB
437316,Sandeep,,Sharma,Sandeep Sharma,IND,1993-05-18,MALE,,,BOWLER,RIGHT,RIGHT,PACE,RFM
1175441,Tushar,Uday,Deshpande,Tushar Deshpande,IND,1995-05-15,MALE,,,BOWLER,LEFT,RIGHT,PACE,RFM
438362,Lhuan-dre,Gilbert,Pretorius,Lhuan-dre Pretorius,RSA,2006-03-27,MALE,,,BATTER,LEFT,,,
822553,Shubham,Badriprasad,Dubey,Shubham Dubey,IND,1994-08-27,MALE,,,BATTER,RIGHT,LEFT,SPIN,ROB
1252585,Ravi,,Singh,Ravi Singh,IND,2001-05-25,MALE,,,WICKET_KEEPER,LEFT,LEFT,SPIN,RLB
1461577,Adam,Fraser,Milne,Adam Milne,NZL,1992-04-13,MALE,,,BOWLER,RIGHT,RIGHT,PACE,RAF
450860,Kuldeep,Rampal,Sen,Kuldeep Sen,IND,1996-10-22,MALE,,,BOWLER,RIGHT,RIGHT,PACE,RAF
1163695,Kwena,Tshegofatso,Maphaka,Kwena Maphaka,RSA,2006-04-08,MALE,,,BOWLER,LEFT,LEFT,PACE,LAF
1294342,Nandre,,Burger,Nandre Burger,RSA,1995-08-11,MALE,,,BOWLER,LEFT,LEFT,PACE,RFM
971349,Vignesh,,Puthur,Vignesh Puthur,IND,2001-03-02,MALE,,,BOWLER,RIGHT,LEFT,SPIN,LLB
1460388,Yash,Raj,Punja,Yash Punja,IND,2006-06-26,MALE,,,BOWLER,RIGHT,RIGHT,SPIN,RLB
1403261,Aman,Rao,Perala,Aman Rao,IND,2004-06-02,MALE,,,BATTER,RIGHT,,,
1515046,Brijesh,,Sharma,Brijesh Sharma,IND,1998-12-16,MALE,,,BOWLER,RIGHT,RIGHT,PACE,RM
1175457,Sushant,Samirkumar,Mishra,Sushant Mishra,IND,2000-12-23,MALE,,,BOWLER,LEFT,LEFT,PACE,LFM
1206052,Yudhvir,Singh,Charak,Yudhvir Singh,IND,1997-09-13,MALE,,,BOWLER,RIGHT,RIGHT,PACE,RFM
1175496,Abhishek,,Sharma,Abhishek Sharma,IND,2000-09-04,MALE,,,ALL_ROUNDER,LEFT,LEFT,SPIN,LOB
1070183,Patrick,James,Cummins,Pat Cummins,AUS,1993-05-08,MALE,,,BOWLER,RIGHT,RIGHT,PACE,RAF
489889,Travis,Michael,Head,Travis Head,AUS,1993-12-29,MALE,,,BATTER,LEFT,RIGHT,SPIN,ROB
530011,Heinrich,,Klaasen,Heinrich Klaasen,RSA,1991-07-30,MALE,,,WICKET_KEEPER,RIGHT,RIGHT,SPIN,ROB
436757,Ishan,Pranav Kumar Pandey,Kishan,Ishan Kishan,IND,1998-07-18,MALE,,,WICKET_KEEPER,LEFT,RIGHT,SPIN,ROB
720471,Pasqual Handi Kamindu,Dilanka,Mendis,Kamindu Mendis,SL,1998-09-30,MALE,,,ALL_ROUNDER,RIGHT,,SPIN,"ROB,LOB"
784373,Kaki Nitish,Kumar,Reddy,Nitish Reddy,IND,2003-05-26,MALE,,,ALL_ROUNDER,RIGHT,RIGHT,PACE,RFM
390481,Harshal,Vikram,Patel,Harshal Patel,IND,1990-11-23,MALE,,,ALL_ROUNDER,RIGHT,RIGHT,PACE,RM
403902,Liam,Stephen,Livingstone,Liam Livingstone,ENG,1993-08-04,MALE,,,ALL_ROUNDER,RIGHT,RIGHT,SPIN,RLB
1306214,Kiribathgala Kankanamalage Eshan,Malinga,Dharmasena,Eshan Malinga,SL,2001-02-04,MALE,,,BOWLER,LEFT,RIGHT,PACE,RFM
1199281,Salil,,Arora,Salil Arora,IND,2002-11-07,MALE,,,WICKET_KEEPER,RIGHT,,,
596417,Brydon,Alexander,Carse,Brydon Carse,ENG,1995-07-31,MALE,,,ALL_ROUNDER,RIGHT,RIGHT,PACE,RFM
1216159,Harsh,Surendra,Dubey,Harsh Dubey,IND,2002-07-23,MALE,,,ALL_ROUNDER,LEFT,LEFT,SPIN,LOB
362710,David,Alan,Payne,David Payne,ENG,1991-02-15,MALE,,,BOWLER,RIGHT,LEFT,PACE,LFM
1079848,Shivam,Pankaj,Mavi,Shivam Mavi,IND,1998-11-26,MALE,,,ALL_ROUNDER,RIGHT,RIGHT,PACE,RFM
390484,Jaydev,Dipakbhai,Unadkat,Jaydev Unadkat,IND,1991-10-18,MALE,,,BOWLER,RIGHT,LEFT,PACE,LM
1512257,Amit,,Kumar,Amit Kumar,IND,2002-11-02,MALE,,,BOWLER,RIGHT,RIGHT,SPIN,RLB
942371,Zeeshan,,Ansari,Zeeshan Ansari,IND,1999-12-16,MALE,,,BOWLER,RIGHT,RIGHT,SPIN,RLB
1409976,Aniket,Umashankar,Verma,Aniket Verma,IND,2002-02-05,MALE,,,BATTER,RIGHT,RIGHT,PACE,RM
1327722,Ravichandran,,Smaran,R Smaran,IND,2003-05-05,MALE,,,BATTER,LEFT,RIGHT,SPIN,ROB
1467631,Krains,Bhaveshbhai,Fuletra,Krains Fuletra,IND,2004-06-19,MALE,,,ALL_ROUNDER,RIGHT,LEFT,SPIN,LLB
1512089,Shivang,,Kumar,Shivang Kumar,IND,2002-05-26,MALE,,,ALL_ROUNDER,RIGHT,LEFT,SPIN,LLB
1515304,Onkar,,Tarmale,Onkar Tarmale,IND,2002-08-22,MALE,,,BOWLER,RIGHT,RIGHT,PACE,RAF
1216167,Praful,Prakash,Hinge,Praful Hinge,IND,2002-01-18,MALE,,,BOWLER,RIGHT,RIGHT,PACE,RFM
1340422,Sakib,,Hussain,Sakib Hussain,IND,2004-12-14,MALE,,,BOWLER,RIGHT,RIGHT,PACE,RM
